JOB;Deadline;PT
598;1.8439054622513593;15.389758572589553
691;2.4502055169364243;12.168802525192742
118;6.233818899111303;11.051184749474823
687;6.388773145598073;5.785567784630615
1685;6.504876104357927;10.888403440405925
2909;14.11222272043804;17.488153347575572
323;22.502796331019674;16.062447978966176
2785;22.737480480628776;9.303942155074235
2646;23.923429756976788;12.827019027873371
2862;24.732797112754735;8.908645694402027
1176;29.388427876021403;17.290827152253478
422;29.778593892826642;2.768067563755843
1217;32.658958356979596;14.365015913631135
2727;34.1404948082969;11.871056962615853
1365;36.975216766028744;14.949186103099063
2009;39.761285371957996;13.027211143690849
1382;40.68536515524866;18.447935399176608
1520;44.730286050848946;15.652053603597201
1819;47.02125146583433;1.1910474759806071
2837;47.770540374319665;1.2914636935095416
2833;47.87090246802822;11.236365248496645
2362;49.369521437509746;13.771408835850291
910;49.7737718667383;8.442193887593287
2902;52.03298770875493;8.331783999485394
303;56.29902045601799;19.030830516086375
480;59.033618535409545;15.534506999256948
2825;59.32018549849896;17.287722402563098
116;59.445853024148974;8.510629897992178
488;60.02387262776867;1.624578966127647
2584;60.582143607223536;17.913574283107543
2898;66.20642739496404;9.732967517724681
692;66.45647921253016;17.976840397466134
487;67.5682641736332;1.2350434669964114
2284;69.63076300595856;5.1686302897396885
951;71.08144173379893;1.0637034389482811
2192;71.62409478439005;18.71686745803885
674;73.70568295654444;15.031874209488565
1910;74.44237788627886;9.262241653092657
62;80.21156069245052;2.0206359436493337
2054;80.353599308878;6.957644475572507
1489;80.82363552330271;11.699564888903534
1728;82.95749709834429;5.341928450730993
2456;84.68543313646563;2.910064511256077
2144;85.68561574676613;17.70593960775892
2677;86.02783831758761;12.873927648885276
846;86.2536786567997;1.0555822232828789
424;86.78611783593759;7.866796810219333
319;90.23565055335649;18.271906957137325
634;92.33418335765442;15.395402208123588
1148;92.9181002445912;12.983342888582726
2852;93.73361974001536;12.139504883158576
2342;93.9844566705465;4.043009024839844
1502;94.30497135735762;10.144359180630877
835;96.40385294440743;16.033586774365148
1568;97.18916541886205;3.6666202000214256
1855;99.37361770009774;8.210708866124541
84;99.38544688423842;8.730018270953629
2469;100.95391928203597;9.193676496227717
2408;101.29495839694651;12.275736175275854
1454;103.91941784124351;11.84430770268595
2745;106.40978406192329;19.08979810984686
2369;106.96771514733922;18.71193178845401
1190;111.11982054895151;18.65462369157853
927;111.68988090111539;3.612256525001795
1203;112.65774647066925;13.048584835227125
1414;113.0652859113514;9.900001118954698
1185;114.32895422132886;15.617193238026669
436;115.23279046606876;6.798110942582511
2141;118.04303022146964;4.755407742386866
3;121.9317562436776;18.204034780748472
2961;126.18904891480443;5.047858462346898
1335;126.43640750963698;6.916520402879016
355;127.52747918507612;16.771881826778213
15;128.25667571711548;1.3224048154264962
237;128.30606017752484;4.0123853630077235
2737;132.19075390021214;7.718635538453473
10;133.9681999695461;10.825643062721786
1459;134.45987214995023;6.090032903843216
1866;135.38272889339598;19.32271631699717
2696;135.95427885803443;10.259043329706282
2706;142.15329192557263;18.995951587479897
415;143.09151808952294;14.051312985082397
1081;146.63768852372542;9.770657304936883
2008;147.26060208899221;1.2267536889543595
403;147.52489634871935;11.877017192386775
813;147.55186508717824;8.232315320540302
2864;148.5784363855726;1.5199181197070115
669;149.65201687282462;19.47180810748646
410;150.04559516069506;10.230757507790024
885;150.128942323805;5.830361854713271
1171;150.64200293547717;3.886327343135137
1790;150.86395287931865;16.041117592226637
648;152.78466538721165;5.972570952682794
2835;153.51782999083815;3.719698513745078
1652;154.0072247542115;14.372921975338732
2028;156.06185909196014;15.573688879251893
2368;156.10206359351832;16.007184406291948
1487;156.81742727598757;16.31021742345392
392;159.31442482983414;9.000849743082515
2603;160.76402097138623;6.356716206034261
2958;162.50114196947115;16.438829602627415
2813;164.0982488905321;10.986498310391303
2638;164.89577589413165;16.406703316055008
2464;165.13279443025817;2.465540229926936
345;165.24430214130314;11.973413259075029
503;165.4165657463369;19.509610714784834
2393;168.46795367072755;6.644051189896995
1581;179.3272415038113;5.6827486304852055
1515;180.27066578801546;2.3373805111420634
1432;182.2861189069986;15.984467723362423
2483;182.56813819369432;1.7283404116831411
2721;183.36253317977335;19.700043691834434
2877;185.238745631271;1.8009665054763362
343;185.4490755781871;11.695295159381477
2724;186.52019011043754;13.43838049742503
1062;187.2332690352713;7.444117612048084
2276;188.00177357540537;12.98757919719007
2859;188.49582831873485;14.53194651775656
91;189.1298474673612;7.662434618545829
333;190.16333241370896;17.57809987842207
1764;192.4956567853569;5.852013115070313
652;193.0470235004585;11.88792716145216
1881;193.12088340236022;16.38942364761226
1369;194.75477981750944;15.191292909054129
793;195.4674319188073;17.948254704042366
2500;196.94517486332333;7.753093070668866
305;197.0279235711744;17.462531818631245
2846;198.0494788339316;11.767928216076168
378;202.35489139701215;18.499293914312467
372;203.77292134072215;17.531161825728308
1004;205.25844181875132;18.527973843562982
1427;205.9840439439221;18.226518198068625
2366;207.6446957348772;7.852950788680524
500;208.98356317911117;3.8082710570600256
1405;209.43043672531002;12.962697509916644
108;210.65088693663324;13.26342482676528
1361;211.36095195250135;10.00831252310788
2854;214.69710042107516;1.6772059886269095
2572;215.62797843409928;1.4117368119170244
914;216.29112627122967;6.694386830819401
206;220.233051555297;4.894663309585052
