JOB;Deadline;PT
131;1.2923672065295448;18.612254032604486
117;5.657267085365791;16.59952200304693
113;5.876588887838576;16.808120411564694
65;6.593602773979664;7.150869716212869
100;6.682691872987968;9.969798194192794
110;6.892568024950223;11.125554335414531
123;7.201773191850634;9.42612131054427
5;9.61084625786784;14.288681630043095
68;10.08516325423704;13.849192679410923
58;10.768483190116486;4.725509811593254
132;11.855512153937662;2.501758442742909
128;12.998901256385368;18.720831290948354
27;19.34457136934872;4.9947413040461335
9;19.598028363421246;18.919861465501533
57;22.184006032292626;8.644590805705871
59;24.799125062289193;1.7450859992497187
144;28.406066158632793;11.173075225893822
120;29.591346761970996;5.256023878880678
126;30.02593750662613;2.2789819822696167
53;30.610378714048192;6.161812085822288
19;30.850406124391363;7.599836887722234
143;31.985993912671;3.8353867618326376
147;32.975214933280235;6.371526210841635
3;33.29436302145506;9.514255705435627
105;35.409813584973605;2.325062115175675
142;36.29609471462251;13.359854618517671
2;38.84311885819474;16.297282915031563
55;40.32261019779863;16.69445846202163
42;41.37889429950212;5.938831520167827
22;41.768421770585434;6.016314190682673
36;42.611301509649486;6.084514826573957
70;42.65546816612382;10.001103159040122
76;44.32131683879282;17.393518968739745
37;46.98592532064269;9.273194665155199
69;47.41021005086776;14.098319780146202
46;48.46783440179874;12.164768404340101
75;48.97016973407464;12.358543614387704
140;53.055777461354396;14.889862470161704
25;53.47850454452459;4.9278876650102
39;58.71537455478086;14.301880563835024
80;60.847626157191726;2.7241128091852547
119;61.79669768537211;14.03213087245318
77;66.09226088787408;10.853845819746665
114;66.3862333315126;11.555813288815157
43;75.04931437119849;11.847513341309265
35;75.33140216628806;17.165884098310467
122;77.29906399362127;4.707538074187431
20;78.5211949526092;17.288206587344565
133;79.3800197252196;1.2025754063011758
13;79.5571219974435;9.447022095340019
64;80.20451268368859;14.673583963712584
50;80.90324826280889;19.101630266931025
111;85.11368796493375;3.6179244003984024
146;86.23419411540264;14.010984889068375
149;90.45206180856964;7.9714004654596256
67;90.76930355263895;15.39326972330866
141;92.75963727119898;3.845352115776655
48;95.38572123296342;6.263511726247747
56;97.86159552988228;18.25897501917713
73;98.18499822678871;8.010051745593511
21;99.98124605268605;10.949461083424254
12;107.6454847467554;6.500458117334601
24;108.16429824912433;3.613830208603308
81;108.88364905157798;17.38216378714015
14;108.98595946396398;18.39671989137192
17;110.86553056918886;6.474685173000313
63;111.40999207170479;16.893118379587797
47;116.38332970670213;6.390784111597526
98;118.62168151699285;1.3797952431244491
49;119.76512522138042;15.187380403992433
4;123.14539913595112;9.231928807026259
62;123.27548136756003;11.1682860010632
6;123.74900798387013;12.823854397761258
107;125.86809814296694;5.291433709165822
97;126.1691359925629;18.094714864334627
40;126.54527044541307;3.5793494830634716
94;131.55738758825308;17.62141028521465
103;132.76380896484676;2.119075141607439
45;134.10423198285;2.1091745156619552
54;135.75724437469384;5.435205009505396
10;138.56648022913905;3.221108865353746
88;139.76998533228428;16.970399609329657
115;139.80232316890863;17.796548602639024
1;142.55225379120415;4.633349628969701
96;143.73484369217152;5.961223194131918
121;144.42928704930898;18.307616865225306
99;144.52607634342075;15.60469348450729
136;145.6184653720104;19.12032568816828
41;146.2636416123168;19.136673478259063
83;147.31028689223703;10.236857793355037
51;150.40680474142022;17.4962435693132
109;152.31241248939585;12.512631423798112
72;152.3490139969446;8.583802761975685
86;153.4999595858872;3.1414430159327966
82;155.7797037371416;15.000687090099314
11;157.23662612877183;10.075514376261975
124;159.9073270191612;13.482119073586677
30;160.3523455823235;16.03394475723133
134;161.48623096542855;8.912894089340902
130;162.3067124584537;4.7625271883980185
23;163.9402039666944;18.052026807152153
18;164.34760014588065;5.336479451842829
138;164.59020060221783;16.123493786479408
71;164.98964187264963;4.552231820349498
95;168.09201281781404;3.1325008794285716
129;170.49534857816795;5.954574604823488
78;172.29418024352339;17.353548181884918
84;174.78745912561354;1.5764979634620548
112;175.17087487378305;10.022110700387403
139;179.35725987360263;9.511327872498672
79;179.9013482175024;1.7968855906816077
32;183.73104074168666;12.111902350751079
93;183.77544311096153;7.939531373956738
52;184.2670774377927;12.334489002778497
150;185.47830733127748;6.692386057967501
44;192.1675113814932;17.42276016685784
38;192.4461574153936;17.61597931609645
135;193.33542186266948;19.84720554557394
137;195.3304331340672;8.3630515928571
90;197.51876986327142;18.69926633625867
89;198.1181203645154;4.94923370293362
148;202.22254500836814;12.78887593558239
26;204.9084730822334;12.359194277447239
118;205.8177906707947;5.419171170125807
31;207.12943646916153;13.021067175320594
106;208.81861373408145;9.760660000429594
85;210.5873935337066;9.81666799242188
101;216.06779553539462;9.303347516860477
33;216.96791190708;11.60687174002993
91;220.76074844126302;11.15554982662719
15;220.77244512735223;19.634495172193358
102;221.54543910570706;4.7031531315807005
127;225.10584776816265;18.130770235650786
61;226.39042273210595;2.7862811657412383
28;228.4642768942992;11.045841289557886
7;228.77197181918802;18.715359511969048
60;229.65843214022337;7.273050674040031
92;233.2001979309633;15.24682380478928
16;233.2760377431126;17.985790023338957
145;236.34591733666485;10.24130948296075
74;240.03691143873166;2.7995680687615447
87;243.8038509913279;10.325198855420016
34;245.84009390211548;7.080545018125873
116;246.78971258891352;11.563837494072912
108;247.40490390909943;2.595924892006545
29;247.49630642811098;1.0751475676232287
125;251.61041409079886;6.967546232974253
66;252.9006312587191;2.7479382360177453
104;254.25402389274865;11.879444467535457
8;258.00060926440636;7.77014763743724
