JOB;Deadline;PT
232;2.7830005386621917;16.102677574822323
2696;2.8043345032397013;17.607164939183306
2592;3.5175265404464544;17.161548280072303
77;5.772488893825252;15.592690880820582
485;9.32330487409119;12.19644350707153
3359;17.923620721591835;13.530273034000103
1121;25.64721090369917;3.4363613952363012
507;26.684274617053546;6.7499829103421325
3677;27.29134807663625;16.434699037540124
2357;27.599710804265218;2.2221996957086634
424;28.827113359181375;12.290930891287179
2139;31.213367112519467;11.894883264900406
278;31.521581895084267;4.130411399779188
701;32.937390598768076;18.21001039671876
96;40.93310942542108;9.991309384696352
2858;41.276781851268005;12.549273666621959
2430;45.17210803531135;13.557992604650279
3940;47.64174402232063;3.7259926176153844
3866;49.20436181458683;9.28137729023992
1422;49.61452298531996;17.92230268181374
1480;52.3501417717261;17.474441415394445
2539;52.711795879808896;4.117456870115712
2418;55.6971210070762;12.451759840620177
835;59.30665145227592;4.225568297671337
2100;63.157177317129545;6.509519868620474
554;63.694801937710054;1.2304831850601567
548;66.07136238396141;16.625007670240294
527;67.60946209967365;12.953227680837152
3624;69.41196427622026;15.579590912418169
2398;69.49070883554447;19.333453193319098
2253;69.63217125708488;14.65242231259225
2546;73.71256957760045;16.377202048388742
2817;78.70838343250428;19.157730386949797
1170;80.48332255460073;3.128507716838808
1116;82.95364890397991;8.052610588300677
3821;83.97953743917546;16.57046187361882
256;85.90706545768066;12.266820245391653
2870;87.72948574028099;7.532835322621898
1223;94.73355000999203;2.0366453566976683
661;94.75846705012579;9.471366327885256
1503;96.82848691885148;19.122880760004378
17;97.91090753485166;1.7953274509854371
1749;99.83925376950712;11.557707024890952
3662;102.15968462545911;13.84750464714775
1021;108.00959457006732;11.540705967249988
3136;108.58928287633775;2.5555784382305764
3645;110.34491431697846;16.639858770299856
265;110.58151559579802;17.511320156148177
1068;122.82520910522108;4.762406635250051
3656;122.85045684383338;7.834817346394335
2140;124.24573454904619;17.182565094048158
2833;129.21985396231963;15.92358797760344
2635;130.30007512264282;9.987317593817203
19;132.6684305835025;13.89437856924593
165;132.74722581542298;2.7663000382047462
1141;136.50410733270343;1.1496369930756005
1876;136.9534472867529;9.755595288620581
407;137.72943918055702;9.764560544991806
3032;138.0159833945868;11.411656504907725
687;140.65814630627256;12.332207174548184
1313;140.9679249246446;17.824499110931715
814;141.75270381125677;1.8521745761907615
3537;141.81530561489427;8.054023634032426
1430;142.96181520127823;13.020302795143795
1630;147.84439623830204;18.90348163444765
1403;147.9932205192101;13.36106335283709
3577;149.39073079340264;12.692835624007477
277;150.91677517749943;7.969912672393182
1029;155.150510970502;5.032875815301489
437;157.69278359884171;16.296400382366024
2648;159.98546886248096;3.731431159908565
929;160.41362693307008;16.64685639682303
1293;162.33178359329665;1.7191319207422746
1296;163.92033212301342;12.183206035563659
3060;164.0593931950671;18.736051061038506
1677;165.77654752168752;18.989927237943917
1201;171.9335446120316;2.7843303956990058
3378;177.89065122697912;13.730893654972027
2715;179.81850171840313;9.136123290305616
2593;180.53096168750596;6.846620901171406
1811;184.01169619975767;17.133004224438082
1952;190.01930498538704;15.500227441101426
3765;191.54490650122463;3.218780054286319
3062;192.31188709372105;6.831279297132831
3305;193.80933296466904;14.493392945693644
2335;196.17038933287498;13.777605118651259
1100;198.56706232787033;12.831824477752457
3690;198.6147634610527;14.793875331915421
3214;199.0638533204632;8.981622786092146
3520;201.47270322360288;2.3560966552801723
3357;202.69165033464512;14.32951590617813
1738;205.5708758316072;16.240600770398807
3082;206.60270718713548;11.91208098241636
