JOB;Deadline;PT
2;33;2.410358335
9;33;3.240363219
24;33;3.821804739
36;33;5.744973252
30;57;2.714391493
6;57;2.9399476
28;57;6.913263032
49;81;1.16141024
7;81;1.999031821
38;81;2.084161905
45;81;2.419059238
3;81;2.56485788
14;81;2.657778466
22;81;2.958189333
27;81;3.520919004
35;81;5.16999081
42;81;9.657467244
17;105;3.085351834
5;105;3.16979575
29;105;4.08086155
19;105;4.338375502
40;105;4.893001331
11;105;9.41135465
47;177;1.847880354
16;177;2.033848061
31;177;2.112397068
18;177;4.007899991
25;177;4.188637949
26;201;1.250525126
32;201;3.55073045
1;201;8.411685212
37;225;1.649799808
34;225;1.681405855
13;225;2.481605242
8;225;3.257967935
21;225;3.72836944
33;225;5.085067809
44;225;7.210771203
46;249;2.461398893
12;249;3.508280941
48;249;8.60877775
10;273;1.171790621
39;273;1.256368997
4;273;1.367190542
23;273;1.730494796
15;273;2.007713295
41;273;2.25676222
20;273;5.846762602
43;273;6.546953172
