JOB;Deadline;PT
24;33;2.532577667
25;33;3.090485042
3;33;3.32608912
37;33;3.412812622
40;33;3.740924518
45;33;6.379847959
29;33;6.585599183
31;57;1.231572421
23;57;1.408430976
28;57;1.7627985
39;57;1.893076555
16;57;2.736391799
2;57;3.193721773
38;57;3.391494378
43;57;4.032414376
11;57;4.977765984
4;57;5.001064892
1;57;8.149912442
9;81;1.126923303
14;81;1.608766648
42;81;2.030089379
7;81;2.835546615
47;105;1.118223441
6;105;1.752663846
22;105;2.373743519
35;105;2.886491099
33;105;3.556884015
30;177;2.391294048
5;177;2.982991945
20;201;1.454846083
13;201;2.024547243
41;201;2.372622409
12;201;2.444264057
8;201;3.112346503
34;201;3.55065369
26;201;4.491260294
49;201;5.268169421
15;201;10.80974691
36;225;1.305105198
46;225;1.680461693
48;225;5.641561587
44;249;2.402337721
10;249;2.454946814
17;273;1.013693306
18;273;2.456757845
32;273;2.6569316
27;273;3.299738667
21;273;7.472918458
19;273;8.958165836
