JOB;Deadline;PT
29;33;1.570828716
38;33;2.052681579
30;33;2.482226401
49;33;3.494995247
48;33;3.761588694
14;57;1.318972847
16;57;1.443390225
8;57;1.588977222
23;57;1.620095157
47;57;2.197017779
3;57;2.448798895
6;57;5.408302104
37;57;5.43804633
2;57;8.751925509
18;57;10.84933898
19;81;1.169398927
33;81;2.152887056
43;81;4.444612121
45;81;4.57893266
25;81;5.49875486
1;81;8.113377677
9;81;9.163347324
41;105;1.47085619
22;105;1.644528893
13;105;1.864931965
4;105;3.012358044
46;177;1.277485389
32;177;3.862786119
21;201;1.485504191
35;201;1.507684018
36;201;1.718536191
39;201;1.798751803
11;201;1.84979949
24;201;3.159314787
40;201;6.984924706
31;225;1.936270687
42;225;2.246041144
27;225;2.3790791
17;225;2.517832048
5;225;2.990651546
34;225;3.020985264
20;225;3.12511257
28;249;1.121518422
12;249;2.096218073
44;273;2.078627919
26;273;2.670017462
10;273;2.825810035
15;273;3.806431827
7;273;6.75512022
