JOB;Deadline;PT
26;33;1.082450686
49;33;1.795514339
20;33;7.809850221
18;57;2.210890464
1;57;6.892699197
40;57;7.122384395
29;81;1.298488877
44;81;1.41905446
45;81;2.822736704
2;81;4.357395653
22;81;4.452683466
5;81;5.63513425
6;81;10.98187823
39;105;1.429942857
23;105;1.827281177
13;105;3.010540252
7;105;3.025247413
21;105;3.136460941
9;105;3.289348567
31;105;3.645913315
3;177;1.033183324
38;177;2.055825846
48;177;2.438410343
33;177;2.630293243
34;177;3.227515067
19;177;5.203608101
24;177;7.476801027
11;201;1.009991521
14;201;1.741964837
42;201;2.141258892
10;201;2.579064118
16;201;2.671698844
36;201;3.052459285
47;201;5.231063342
17;201;6.909608121
37;225;2.209652965
41;225;3.342621099
32;225;4.435989412
28;225;9.130030264
35;249;1.203290306
27;249;1.225028161
4;249;1.330961634
12;249;2.28574215
15;249;2.321174513
25;273;1.532769146
8;273;2.028926743
46;273;2.033427062
30;273;3.477242919
43;273;5.460780796
