JOB;Deadline;PT
6;33;2.535513036
30;33;2.638734843
25;33;3.131338995
15;33;3.748646736
48;33;6.348414971
1;57;1.095413675
39;57;2.512441214
49;57;3.235984676
32;57;5.32241819
8;57;5.829814557
17;81;1.264043092
21;81;3.272893004
22;81;4.336643799
36;105;1.360359968
4;105;1.661625025
18;105;2.643497182
23;105;2.67542259
9;105;3.851957371
40;105;5.000034764
10;105;6.059415491
43;177;2.037881363
37;177;2.428082534
24;177;2.604795416
3;177;3.039417088
20;177;3.936286595
19;177;4.569290549
45;201;1.488122338
12;201;1.82638683
41;201;2.270502838
47;201;6.341911049
7;225;3.450001953
44;225;4.134042702
35;225;4.154808389
5;225;5.575382969
26;225;7.336758534
11;249;1.006094711
33;249;1.434986243
27;249;1.858553498
38;249;2.247365231
46;249;2.649922665
16;249;3.071759572
28;249;3.603051331
14;249;7.254238315
29;249;7.518093072
34;249;7.554631973
2;249;11.46761589
42;273;1.565706018
31;273;1.696034844
13;273;4.157513011
