JOB;Deadline;PT
33;33;1.051738673
39;33;1.143049026
30;33;1.278620061
41;33;2.318098557
26;33;3.40516712
34;33;3.790651801
15;33;7.311128329
6;33;9.375254347
8;57;3.067821338
16;57;4.234666527
28;57;4.747280445
49;81;1.764588731
1;81;2.047789588
42;81;2.66610316
32;81;2.828634428
22;81;3.444632939
19;81;4.394962871
27;105;1.12101404
21;105;1.168501385
29;105;1.96820394
5;105;2.474916842
48;177;1.112379956
23;177;2.559170566
44;177;7.08837672
4;201;1.712252142
46;201;5.684806572
47;201;6.008843059
11;201;7.861585326
40;201;9.095947952
20;225;1.102133796
45;225;1.775916254
17;225;2.239655097
38;225;2.62596735
10;225;3.832606172
12;225;5.557922576
9;249;1.162665297
14;249;1.323666424
43;249;1.465248848
18;249;1.489163313
24;249;2.185671589
25;249;2.603478224
2;249;4.686449084
13;249;4.925533384
37;249;10.08630001
35;249;10.16167587
31;273;1.92850708
36;273;3.060404407
7;273;4.968563374
3;273;5.590869311
