JOB;Deadline;PT
25;33;1.260894316
39;33;2.020351761
48;33;2.854767649
26;33;3.674092415
36;57;1.617830643
42;57;1.890610428
8;57;2.040558225
14;57;2.640044333
5;57;3.520196131
30;57;4.385013326
12;81;1.102890088
46;81;1.317706952
18;81;1.541759701
44;81;1.78857273
40;81;1.932514643
38;81;2.76170876
21;81;3.123344745
33;81;3.504164776
9;105;1.203491132
34;105;2.020133167
3;105;2.755119894
16;105;3.844664406
10;105;4.346453877
15;105;4.784068688
7;177;1.310854583
24;177;1.317127169
27;177;1.407526641
11;177;2.928757312
17;177;3.222715173
29;177;4.119330564
49;177;6.67147191
32;201;1.512626029
35;201;2.415107231
31;201;2.793772605
45;201;5.036903804
20;201;13.93443731
1;225;1.47612949
2;225;1.922638654
22;225;2.011353818
41;225;2.640339124
28;225;4.440887469
19;225;7.844610644
23;249;1.643554637
37;249;2.015319876
13;249;4.011462474
47;249;4.497957472
6;273;2.039627749
4;273;4.104671706
43;273;5.888980929
